,Compound,Date,Negative,Neutral,Positive,Tweet_Count,User
249,0.0772,Fri Mar 23 10:30:10 +0000 2018,0.949,0.0,0.051,50,@CNN
250,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,49,@CNN
251,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,48,@CNN
252,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,47,@CNN
253,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,46,@CNN
254,-0.2023,Fri Mar 23 10:30:10 +0000 2018,0.697,0.168,0.135,45,@CNN
255,0.34,Fri Mar 23 10:30:10 +0000 2018,0.876,0.0,0.124,44,@CNN
256,0.3612,Fri Mar 23 10:30:10 +0000 2018,0.902,0.0,0.098,43,@CNN
257,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,42,@CNN
258,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,41,@CNN
259,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,40,@CNN
260,0.0,Fri Mar 23 10:30:10 +0000 2018,0.747,0.126,0.126,39,@CNN
261,0.5423,Fri Mar 23 10:30:10 +0000 2018,0.816,0.0,0.184,38,@CNN
262,-0.0516,Fri Mar 23 10:30:10 +0000 2018,0.796,0.106,0.097,37,@CNN
263,0.296,Fri Mar 23 10:30:10 +0000 2018,0.896,0.0,0.104,36,@CNN
264,0.4019,Fri Mar 23 10:30:10 +0000 2018,0.829,0.0,0.171,35,@CNN
265,-0.6486,Fri Mar 23 10:30:10 +0000 2018,0.777,0.223,0.0,34,@CNN
266,-0.4215,Fri Mar 23 10:30:10 +0000 2018,0.877,0.123,0.0,33,@CNN
267,0.7717,Fri Mar 23 10:30:10 +0000 2018,0.705,0.0,0.295,32,@CNN
268,-0.0772,Fri Mar 23 10:30:10 +0000 2018,0.769,0.121,0.109,31,@CNN
269,0.4019,Fri Mar 23 10:30:10 +0000 2018,0.85,0.0,0.15,30,@CNN
270,-0.34,Fri Mar 23 10:30:10 +0000 2018,0.882,0.118,0.0,29,@CNN
271,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,28,@CNN
272,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,27,@CNN
273,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,26,@CNN
274,-0.9432,Fri Mar 23 10:30:10 +0000 2018,0.423,0.577,0.0,25,@CNN
275,-0.6597,Fri Mar 23 10:30:10 +0000 2018,0.773,0.227,0.0,24,@CNN
276,-0.7713,Fri Mar 23 10:30:10 +0000 2018,0.712,0.288,0.0,23,@CNN
277,-0.0772,Fri Mar 23 10:30:10 +0000 2018,0.915,0.085,0.0,22,@CNN
278,-0.4404,Fri Mar 23 10:30:10 +0000 2018,0.861,0.139,0.0,21,@CNN
279,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,20,@CNN
280,0.128,Fri Mar 23 10:30:10 +0000 2018,0.763,0.088,0.149,19,@CNN
281,0.4215,Fri Mar 23 10:30:10 +0000 2018,0.877,0.0,0.123,18,@CNN
282,-0.8519,Fri Mar 23 10:30:10 +0000 2018,0.659,0.341,0.0,17,@CNN
283,0.4404,Fri Mar 23 10:30:10 +0000 2018,0.847,0.0,0.153,16,@CNN
284,-0.802,Fri Mar 23 10:30:10 +0000 2018,0.725,0.275,0.0,15,@CNN
285,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,14,@CNN
286,0.4767,Fri Mar 23 10:30:10 +0000 2018,0.796,0.0,0.204,13,@CNN
287,-0.5106,Fri Mar 23 10:30:10 +0000 2018,0.732,0.268,0.0,12,@CNN
288,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,11,@CNN
289,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,10,@CNN
290,-0.6597,Fri Mar 23 10:30:10 +0000 2018,0.761,0.239,0.0,9,@CNN
291,0.5106,Fri Mar 23 10:30:10 +0000 2018,0.87,0.0,0.13,8,@CNN
292,0.128,Fri Mar 23 10:30:10 +0000 2018,0.923,0.0,0.077,7,@CNN
293,0.5267,Fri Mar 23 10:30:10 +0000 2018,0.815,0.0,0.185,6,@CNN
294,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,5,@CNN
295,-0.6705,Fri Mar 23 10:30:10 +0000 2018,0.816,0.184,0.0,4,@CNN
296,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,3,@CNN
297,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,2,@CNN
298,-0.659,Fri Mar 23 10:30:10 +0000 2018,0.779,0.221,0.0,1,@CNN
299,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,0,@CNN
300,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,99,@FoxNews
301,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,98,@FoxNews
302,0.4019,Fri Mar 23 10:30:10 +0000 2018,0.876,0.0,0.124,97,@FoxNews
303,0.7003,Fri Mar 23 10:30:10 +0000 2018,0.655,0.0,0.345,96,@FoxNews
304,-0.628,Fri Mar 23 10:30:10 +0000 2018,0.772,0.228,0.0,95,@FoxNews
305,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,94,@FoxNews
306,0.4019,Fri Mar 23 10:30:10 +0000 2018,0.87,0.0,0.13,93,@FoxNews
307,-0.34,Fri Mar 23 10:30:10 +0000 2018,0.888,0.112,0.0,92,@FoxNews
308,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,91,@FoxNews
309,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,90,@FoxNews
310,-0.34,Fri Mar 23 10:30:10 +0000 2018,0.876,0.124,0.0,89,@FoxNews
311,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,88,@FoxNews
312,0.3182,Fri Mar 23 10:30:10 +0000 2018,0.881,0.0,0.119,87,@FoxNews
313,-0.4404,Fri Mar 23 10:30:10 +0000 2018,0.791,0.209,0.0,86,@FoxNews
314,-0.5574,Fri Mar 23 10:30:10 +0000 2018,0.816,0.184,0.0,85,@FoxNews
315,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,84,@FoxNews
316,0.34,Fri Mar 23 10:30:10 +0000 2018,0.769,0.0,0.231,83,@FoxNews
317,-0.1779,Fri Mar 23 10:30:10 +0000 2018,0.585,0.228,0.187,82,@FoxNews
318,0.3818,Fri Mar 23 10:30:10 +0000 2018,0.809,0.0,0.191,81,@FoxNews
319,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,80,@FoxNews
320,0.6597,Fri Mar 23 10:30:10 +0000 2018,0.748,0.0,0.252,79,@FoxNews
321,-0.4939,Fri Mar 23 10:30:10 +0000 2018,0.802,0.198,0.0,78,@FoxNews
322,-0.2263,Fri Mar 23 10:30:10 +0000 2018,0.872,0.128,0.0,77,@FoxNews
323,-0.5106,Fri Mar 23 10:30:10 +0000 2018,0.858,0.142,0.0,76,@FoxNews
324,-0.5106,Fri Mar 23 10:30:10 +0000 2018,0.852,0.148,0.0,75,@FoxNews
325,0.4215,Fri Mar 23 10:30:10 +0000 2018,0.843,0.0,0.157,74,@FoxNews
326,-0.836,Fri Mar 23 10:30:10 +0000 2018,0.503,0.497,0.0,73,@FoxNews
327,0.765,Fri Mar 23 10:30:10 +0000 2018,0.708,0.0,0.292,72,@FoxNews
328,-0.34,Fri Mar 23 10:30:10 +0000 2018,0.888,0.112,0.0,71,@FoxNews
329,-0.5574,Fri Mar 23 10:30:10 +0000 2018,0.806,0.194,0.0,70,@FoxNews
330,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,69,@FoxNews
331,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,68,@FoxNews
332,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,67,@FoxNews
333,0.6249,Fri Mar 23 10:30:10 +0000 2018,0.806,0.0,0.194,66,@FoxNews
334,0.4019,Fri Mar 23 10:30:10 +0000 2018,0.722,0.0,0.278,65,@FoxNews
335,-0.3182,Fri Mar 23 10:30:10 +0000 2018,0.874,0.126,0.0,64,@FoxNews
336,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,63,@FoxNews
337,-0.4588,Fri Mar 23 10:30:10 +0000 2018,0.812,0.188,0.0,62,@FoxNews
338,0.5859,Fri Mar 23 10:30:10 +0000 2018,0.789,0.0,0.211,61,@FoxNews
339,0.4995,Fri Mar 23 10:30:10 +0000 2018,0.867,0.0,0.133,60,@FoxNews
340,-0.6249,Fri Mar 23 10:30:10 +0000 2018,0.627,0.267,0.106,59,@FoxNews
341,-0.34,Fri Mar 23 10:30:10 +0000 2018,0.844,0.156,0.0,58,@FoxNews
342,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,57,@FoxNews
343,0.4404,Fri Mar 23 10:30:10 +0000 2018,0.634,0.112,0.254,56,@FoxNews
344,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,55,@FoxNews
345,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,54,@FoxNews
346,-0.4588,Fri Mar 23 10:30:10 +0000 2018,0.812,0.188,0.0,53,@FoxNews
347,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,52,@FoxNews
348,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,51,@FoxNews
349,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,50,@FoxNews
350,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,49,@FoxNews
351,-0.4019,Fri Mar 23 10:30:10 +0000 2018,0.876,0.124,0.0,48,@FoxNews
352,-0.5267,Fri Mar 23 10:30:10 +0000 2018,0.833,0.167,0.0,47,@FoxNews
353,-0.5267,Fri Mar 23 10:30:10 +0000 2018,0.841,0.159,0.0,46,@FoxNews
354,0.34,Fri Mar 23 10:30:10 +0000 2018,0.769,0.0,0.231,45,@FoxNews
355,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,44,@FoxNews
356,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,43,@FoxNews
357,0.5574,Fri Mar 23 10:30:10 +0000 2018,0.647,0.071,0.282,42,@FoxNews
358,-0.8225,Fri Mar 23 10:30:10 +0000 2018,0.664,0.336,0.0,41,@FoxNews
359,0.4168,Fri Mar 23 10:30:10 +0000 2018,0.844,0.0,0.156,40,@FoxNews
360,-0.4767,Fri Mar 23 10:30:10 +0000 2018,0.795,0.205,0.0,39,@FoxNews
361,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,38,@FoxNews
362,-0.1027,Fri Mar 23 10:30:10 +0000 2018,0.92,0.08,0.0,37,@FoxNews
363,-0.4404,Fri Mar 23 10:30:10 +0000 2018,0.828,0.172,0.0,36,@FoxNews
364,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,35,@FoxNews
365,0.3182,Fri Mar 23 10:30:10 +0000 2018,0.777,0.0,0.223,34,@FoxNews
366,-0.4588,Fri Mar 23 10:30:10 +0000 2018,0.678,0.225,0.097,33,@FoxNews
367,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,32,@FoxNews
368,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,31,@FoxNews
369,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,30,@FoxNews
370,0.539,Fri Mar 23 10:30:10 +0000 2018,0.845,0.0,0.155,29,@FoxNews
371,0.5994,Fri Mar 23 10:30:10 +0000 2018,0.786,0.0,0.214,28,@FoxNews
372,-0.4767,Fri Mar 23 10:30:10 +0000 2018,0.853,0.147,0.0,27,@FoxNews
373,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,26,@FoxNews
374,-0.9062,Fri Mar 23 10:30:10 +0000 2018,0.553,0.447,0.0,25,@FoxNews
375,0.7003,Fri Mar 23 10:30:10 +0000 2018,0.655,0.0,0.345,24,@FoxNews
376,0.4019,Fri Mar 23 10:30:10 +0000 2018,0.787,0.0,0.213,23,@FoxNews
377,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,22,@FoxNews
378,-0.4215,Fri Mar 23 10:30:10 +0000 2018,0.797,0.203,0.0,21,@FoxNews
379,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,20,@FoxNews
380,0.6486,Fri Mar 23 10:30:10 +0000 2018,0.71,0.0,0.29,19,@FoxNews
381,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,18,@FoxNews
382,-0.3182,Fri Mar 23 10:30:10 +0000 2018,0.827,0.173,0.0,17,@FoxNews
383,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,16,@FoxNews
384,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,15,@FoxNews
385,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,14,@FoxNews
386,-0.7579,Fri Mar 23 10:30:10 +0000 2018,0.649,0.351,0.0,13,@FoxNews
387,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,12,@FoxNews
388,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,11,@FoxNews
389,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,10,@FoxNews
390,-0.3182,Fri Mar 23 10:30:10 +0000 2018,0.85,0.15,0.0,9,@FoxNews
391,0.8883,Fri Mar 23 10:30:10 +0000 2018,0.597,0.0,0.403,8,@FoxNews
392,-0.4588,Fri Mar 23 10:30:10 +0000 2018,0.842,0.158,0.0,7,@FoxNews
393,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,6,@FoxNews
394,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,5,@FoxNews
395,0.2263,Fri Mar 23 10:30:10 +0000 2018,0.909,0.0,0.091,4,@FoxNews
396,0.3612,Fri Mar 23 10:30:10 +0000 2018,0.837,0.0,0.163,3,@FoxNews
397,0.0772,Fri Mar 23 10:30:10 +0000 2018,0.942,0.0,0.058,2,@FoxNews
398,0.0772,Fri Mar 23 10:30:10 +0000 2018,0.942,0.0,0.058,1,@FoxNews
399,0.3291,Fri Mar 23 10:30:10 +0000 2018,0.907,0.0,0.093,0,@FoxNews
400,0.1531,Fri Mar 23 10:30:10 +0000 2018,0.748,0.094,0.157,99,@nytimes
401,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,98,@nytimes
402,0.3434,Fri Mar 23 10:30:10 +0000 2018,0.734,0.1,0.165,97,@nytimes
403,-0.4215,Fri Mar 23 10:30:10 +0000 2018,0.859,0.141,0.0,96,@nytimes
404,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,95,@nytimes
405,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,94,@nytimes
406,0.2263,Fri Mar 23 10:30:10 +0000 2018,0.888,0.0,0.112,93,@nytimes
407,0.4019,Fri Mar 23 10:30:10 +0000 2018,0.787,0.0,0.213,92,@nytimes
408,-0.5106,Fri Mar 23 10:30:10 +0000 2018,0.845,0.155,0.0,91,@nytimes
409,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,90,@nytimes
410,0.34,Fri Mar 23 10:30:10 +0000 2018,0.854,0.0,0.146,89,@nytimes
411,-0.5574,Fri Mar 23 10:30:10 +0000 2018,0.746,0.194,0.06,88,@nytimes
412,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,87,@nytimes
413,-0.6597,Fri Mar 23 10:30:10 +0000 2018,0.614,0.386,0.0,86,@nytimes
414,0.6808,Fri Mar 23 10:30:10 +0000 2018,0.65,0.081,0.268,85,@nytimes
415,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,84,@nytimes
416,0.0258,Fri Mar 23 10:30:10 +0000 2018,0.667,0.164,0.169,83,@nytimes
417,-0.3612,Fri Mar 23 10:30:10 +0000 2018,0.848,0.152,0.0,82,@nytimes
418,0.5859,Fri Mar 23 10:30:10 +0000 2018,0.789,0.0,0.211,81,@nytimes
419,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,80,@nytimes
420,0.3612,Fri Mar 23 10:30:10 +0000 2018,0.898,0.0,0.102,79,@nytimes
421,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,78,@nytimes
422,-0.6486,Fri Mar 23 10:30:10 +0000 2018,0.815,0.185,0.0,77,@nytimes
423,0.8555,Fri Mar 23 10:30:10 +0000 2018,0.704,0.0,0.296,76,@nytimes
424,0.5994,Fri Mar 23 10:30:10 +0000 2018,0.83,0.0,0.17,75,@nytimes
425,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,74,@nytimes
426,-0.0772,Fri Mar 23 10:30:10 +0000 2018,0.797,0.088,0.116,73,@nytimes
427,-0.5106,Fri Mar 23 10:30:10 +0000 2018,0.815,0.185,0.0,72,@nytimes
428,0.2023,Fri Mar 23 10:30:10 +0000 2018,0.694,0.122,0.184,71,@nytimes
429,-0.3612,Fri Mar 23 10:30:10 +0000 2018,0.872,0.128,0.0,70,@nytimes
430,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,69,@nytimes
431,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,68,@nytimes
432,-0.7351,Fri Mar 23 10:30:10 +0000 2018,0.772,0.228,0.0,67,@nytimes
433,-0.6705,Fri Mar 23 10:30:10 +0000 2018,0.579,0.297,0.124,66,@nytimes
434,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,65,@nytimes
435,-0.4767,Fri Mar 23 10:30:10 +0000 2018,0.769,0.158,0.073,64,@nytimes
436,0.8126,Fri Mar 23 10:30:10 +0000 2018,0.72,0.0,0.28,63,@nytimes
437,-0.34,Fri Mar 23 10:30:10 +0000 2018,0.728,0.17,0.102,62,@nytimes
438,0.25,Fri Mar 23 10:30:10 +0000 2018,0.756,0.101,0.143,61,@nytimes
439,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,60,@nytimes
440,-0.2023,Fri Mar 23 10:30:10 +0000 2018,0.684,0.197,0.12,59,@nytimes
441,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,58,@nytimes
442,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,57,@nytimes
443,-0.6705,Fri Mar 23 10:30:10 +0000 2018,0.816,0.184,0.0,56,@nytimes
444,-0.6705,Fri Mar 23 10:30:10 +0000 2018,0.83,0.17,0.0,55,@nytimes
445,-0.6705,Fri Mar 23 10:30:10 +0000 2018,0.809,0.191,0.0,54,@nytimes
446,0.5106,Fri Mar 23 10:30:10 +0000 2018,0.837,0.0,0.163,53,@nytimes
447,-0.1531,Fri Mar 23 10:30:10 +0000 2018,0.929,0.071,0.0,52,@nytimes
448,0.5584,Fri Mar 23 10:30:10 +0000 2018,0.752,0.0,0.248,51,@nytimes
449,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,50,@nytimes
450,-0.4767,Fri Mar 23 10:30:10 +0000 2018,0.871,0.129,0.0,49,@nytimes
451,0.5859,Fri Mar 23 10:30:10 +0000 2018,0.84,0.0,0.16,48,@nytimes
452,-0.3818,Fri Mar 23 10:30:10 +0000 2018,0.843,0.157,0.0,47,@nytimes
453,0.3434,Fri Mar 23 10:30:10 +0000 2018,0.734,0.1,0.165,46,@nytimes
454,-0.7096,Fri Mar 23 10:30:10 +0000 2018,0.718,0.282,0.0,45,@nytimes
455,-0.4588,Fri Mar 23 10:30:10 +0000 2018,0.812,0.188,0.0,44,@nytimes
456,-0.1027,Fri Mar 23 10:30:10 +0000 2018,0.931,0.069,0.0,43,@nytimes
457,-0.743,Fri Mar 23 10:30:10 +0000 2018,0.717,0.283,0.0,42,@nytimes
458,-0.743,Fri Mar 23 10:30:10 +0000 2018,0.704,0.296,0.0,41,@nytimes
459,0.6369,Fri Mar 23 10:30:10 +0000 2018,0.781,0.0,0.219,40,@nytimes
460,-0.5267,Fri Mar 23 10:30:10 +0000 2018,0.833,0.167,0.0,39,@nytimes
461,-0.6369,Fri Mar 23 10:30:10 +0000 2018,0.811,0.189,0.0,38,@nytimes
462,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,37,@nytimes
463,-0.8934,Fri Mar 23 10:30:10 +0000 2018,0.614,0.386,0.0,36,@nytimes
464,-0.34,Fri Mar 23 10:30:10 +0000 2018,0.888,0.112,0.0,35,@nytimes
465,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,34,@nytimes
466,0.4215,Fri Mar 23 10:30:10 +0000 2018,0.833,0.0,0.167,33,@nytimes
467,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,32,@nytimes
468,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,31,@nytimes
469,0.4588,Fri Mar 23 10:30:10 +0000 2018,0.85,0.0,0.15,30,@nytimes
470,-0.6705,Fri Mar 23 10:30:10 +0000 2018,0.824,0.176,0.0,29,@nytimes
471,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,28,@nytimes
472,0.34,Fri Mar 23 10:30:10 +0000 2018,0.876,0.0,0.124,27,@nytimes
473,0.3182,Fri Mar 23 10:30:10 +0000 2018,0.859,0.0,0.141,26,@nytimes
474,-0.296,Fri Mar 23 10:30:10 +0000 2018,0.804,0.196,0.0,25,@nytimes
475,-0.5106,Fri Mar 23 10:30:10 +0000 2018,0.815,0.185,0.0,24,@nytimes
476,0.3832,Fri Mar 23 10:30:10 +0000 2018,0.701,0.088,0.21,23,@nytimes
477,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,22,@nytimes
478,0.3612,Fri Mar 23 10:30:10 +0000 2018,0.737,0.0,0.263,21,@nytimes
479,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,20,@nytimes
480,0.7096,Fri Mar 23 10:30:10 +0000 2018,0.742,0.0,0.258,19,@nytimes
481,-0.5267,Fri Mar 23 10:30:10 +0000 2018,0.833,0.167,0.0,18,@nytimes
482,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,17,@nytimes
483,-0.34,Fri Mar 23 10:30:10 +0000 2018,0.893,0.107,0.0,16,@nytimes
484,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,15,@nytimes
485,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,14,@nytimes
486,-0.836,Fri Mar 23 10:30:10 +0000 2018,0.643,0.357,0.0,13,@nytimes
487,-0.6908,Fri Mar 23 10:30:10 +0000 2018,0.802,0.198,0.0,12,@nytimes
488,-0.5994,Fri Mar 23 10:30:10 +0000 2018,0.549,0.329,0.122,11,@nytimes
489,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,10,@nytimes
490,-0.3612,Fri Mar 23 10:30:10 +0000 2018,0.751,0.16,0.089,9,@nytimes
491,-0.5574,Fri Mar 23 10:30:10 +0000 2018,0.841,0.159,0.0,8,@nytimes
492,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,7,@nytimes
493,-0.7579,Fri Mar 23 10:30:10 +0000 2018,0.735,0.265,0.0,6,@nytimes
494,-0.2732,Fri Mar 23 10:30:10 +0000 2018,0.691,0.18,0.129,5,@nytimes
495,0.6369,Fri Mar 23 10:30:10 +0000 2018,0.826,0.0,0.174,4,@nytimes
496,-0.5574,Fri Mar 23 10:30:10 +0000 2018,0.833,0.167,0.0,3,@nytimes
497,-0.0772,Fri Mar 23 10:30:10 +0000 2018,0.796,0.109,0.095,2,@nytimes
498,-0.5267,Fri Mar 23 10:30:10 +0000 2018,0.866,0.134,0.0,1,@nytimes
499,0.0,Fri Mar 23 10:30:10 +0000 2018,1.0,0.0,0.0,0,@nytimes
